image_id,metric,round,score
combined_0008,DriftScore,0,0.0
combined_0008,DriftScore,1,0.5132891049795836
combined_0008,DriftScore,2,0.4406641149162741
combined_0008,DriftScore,3,0.5720936622713402
combined_0008,DriftScore,4,0.3581672806410568
combined_0008,DriftScore,5,0.3071812221466249
combined_0008,DriftScore,6,0.41260146373240403
combined_0008,DriftScore,7,0.5158695054755533
combined_0008,DriftScore,8,0.3494603983842288
combined_0008,DriftScore,9,0.39941265052392066
combined_0008,DriftScore,10,0.35748352679003886
combined_0008,DriftScore,11,0.43515611621914757
combined_0008,DriftScore,12,0.4340773519107628
combined_0008,DriftScore,13,0.3155685273332035
combined_0008,DriftScore,14,0.39102846299615646
combined_0008,DriftScore,15,0.6349426514484466
combined_0008,DriftScore,16,0.42919958130410035
combined_0008,DriftScore,17,0.4638444608737306
combined_0008,DriftScore,18,0.6180839489302069
combined_0008,DriftScore,19,0.6016831340435731
combined_0008,DriftScore,20,0.6580761702113982
combined_0008,DriftScore_PD,0,0.0
combined_0008,DriftScore_PD,1,0.0041170669719576836
combined_0008,DriftScore_PD,2,0.00606498634442687
combined_0008,DriftScore_PD,3,0.007295878293613593
combined_0008,DriftScore_PD,4,0.00918799708597362
combined_0008,DriftScore_PD,5,0.011146352253854274
combined_0008,DriftScore_PD,6,0.013237899324546257
combined_0008,DriftScore_PD,7,0.015653588542980806
combined_0008,DriftScore_PD,8,0.018046708428300917
combined_0008,DriftScore_PD,9,0.020514098823898368
combined_0008,DriftScore_PD,10,0.02314034113660455
combined_0008,DriftScore_PD,11,0.025791260752488266
combined_0008,DriftScore_PD,12,0.02844057270946602
combined_0008,DriftScore_PD,13,0.03116664268936102
combined_0008,DriftScore_PD,14,0.03392262736867581
combined_0008,DriftScore_PD,15,0.03664166660358508
combined_0008,DriftScore_PD,16,0.039484208275098354
combined_0008,DriftScore_PD,17,0.04231346513637725
combined_0008,DriftScore_PD,18,0.0450795059506264
combined_0008,DriftScore_PD,19,0.047852657196161
combined_0008,DriftScore_PD,20,0.0505999977234751
combined_0008,DriftScore_SD,0,0.0
combined_0008,DriftScore_SD,1,0.021910205483436584
combined_0008,DriftScore_SD,2,0.01765093207359314
combined_0008,DriftScore_SD,3,0.023180171847343445
combined_0008,DriftScore_SD,4,0.012395679950714111
combined_0008,DriftScore_SD,5,0.009134814143180847
combined_0008,DriftScore_SD,6,0.013063982129096985
combined_0008,DriftScore_SD,7,0.016744881868362427
combined_0008,DriftScore_SD,8,0.00793379545211792
combined_0008,DriftScore_SD,9,0.009119272232055664
combined_0008,DriftScore_SD,10,0.005972325801849365
combined_0008,DriftScore_SD,11,0.008358851075172424
combined_0008,DriftScore_SD,12,0.007095173001289368
combined_0008,DriftScore_SD,13,0.0003522336483001709
combined_0008,DriftScore_SD,14,0.002588048577308655
combined_0008,DriftScore_SD,15,0.01265038549900055
combined_0008,DriftScore_SD,16,0.0018098801374435425
combined_0008,DriftScore_SD,17,0.0021199285984039307
combined_0008,DriftScore_SD,18,0.008003383874893188
combined_0008,DriftScore_SD,19,0.005972638726234436
combined_0008,DriftScore_SD,20,0.007328465580940247
combined_0008,brisque,0,-97.02850341796875
combined_0008,brisque,1,-19.19842529296875
combined_0008,brisque,2,-20.81072998046875
combined_0008,brisque,3,-12.72674560546875
