image_id,metric,round,score
combined_0001,DriftScore,0,0.0
combined_0001,DriftScore,1,0.1453921940000626
combined_0001,DriftScore,2,0.11997332376465178
combined_0001,DriftScore,3,0.2636922223063192
combined_0001,DriftScore,4,0.23485342244003934
combined_0001,DriftScore,5,0.25520001848552787
combined_0001,DriftScore,6,0.4523623266382325
combined_0001,DriftScore,7,0.36018099508779144
combined_0001,DriftScore,8,0.45800306024978166
combined_0001,DriftScore,9,0.48582800418358624
combined_0001,DriftScore,10,0.6432157075871486
combined_0001,DriftScore,11,0.6052592130978789
combined_0001,DriftScore,12,0.7173150168516684
combined_0001,DriftScore,13,0.6147461054530556
combined_0001,DriftScore,14,0.7205014069114721
combined_0001,DriftScore,15,0.8481188224088225
combined_0001,DriftScore,16,0.8692421582446592
combined_0001,DriftScore,17,0.9255844796561175
combined_0001,DriftScore,18,0.8848872610426072
combined_0001,DriftScore,19,0.9671903132904915
combined_0001,DriftScore,20,0.9975745952589485
combined_0001,DriftScore_PD,0,0.0
combined_0001,DriftScore_PD,1,0.005772272124886513
combined_0001,DriftScore_PD,2,0.008158272132277489
combined_0001,DriftScore_PD,3,0.009716277942061424
combined_0001,DriftScore_PD,4,0.012319223023951054
combined_0001,DriftScore_PD,5,0.015155784785747528
combined_0001,DriftScore_PD,6,0.017667066305875778
combined_0001,DriftScore_PD,7,0.020711573106901988
combined_0001,DriftScore_PD,8,0.023901442997157574
combined_0001,DriftScore_PD,9,0.02688337614138921
combined_0001,DriftScore_PD,10,0.03010222762823105
combined_0001,DriftScore_PD,11,0.033468834378502586
combined_0001,DriftScore_PD,12,0.03645328308145205
combined_0001,DriftScore_PD,13,0.039688360232573286
combined_0001,DriftScore_PD,14,0.043006837368011475
combined_0001,DriftScore_PD,15,0.046113204956054685
combined_0001,DriftScore_PD,16,0.04939874727278948
combined_0001,DriftScore_PD,17,0.05267792458043379
combined_0001,DriftScore_PD,18,0.055672945661677256
combined_0001,DriftScore_PD,19,0.0587762472660918
combined_0001,DriftScore_PD,20,0.06188891641795635
combined_0001,DriftScore_SD,0,0.0
combined_0001,DriftScore_SD,1,0.004499644041061401
combined_0001,DriftScore_SD,2,0.002463221549987793
combined_0001,DriftScore_SD,3,0.008437886834144592
combined_0001,DriftScore_SD,4,0.006165787577629089
combined_0001,DriftScore_SD,5,0.0060486942529678345
combined_0001,DriftScore_SD,6,0.014107465744018555
combined_0001,DriftScore_SD,7,0.008786797523498535
combined_0001,DriftScore_SD,8,0.012069612741470337
combined_0001,DriftScore_SD,9,0.012239739298820496
combined_0001,DriftScore_SD,10,0.018225833773612976
combined_0001,DriftScore_SD,11,0.015257209539413452
combined_0001,DriftScore_SD,12,0.019264161586761475
combined_0001,DriftScore_SD,13,0.013400062918663025
combined_0001,DriftScore_SD,14,0.016996994614601135
combined_0001,DriftScore_SD,15,0.021668091416358948
combined_0001,DriftScore_SD,16,0.021421119570732117
combined_0001,DriftScore_SD,17,0.022781148552894592
combined_0001,DriftScore_SD,18,0.019824430346488953
combined_0001,DriftScore_SD,19,0.022432029247283936
combined_0001,DriftScore_SD,20,0.022670641541481018
combined_0001,brisque,0,-73.54901123046875
combined_0001,brisque,1,-18.97772216796875
combined_0001,brisque,2,-21.48162841796875
combined_0001,brisque,3,-9.96990966796875
combined_0001,brisque,4,-12.90447998046875
combined_0001,brisque,5,-10.63885498046875
combined_0001,brisque,6,-3.46990966796875
combined_0001,brisque,7,-9.28631591796875
combined_0001,brisque,8,-6.65155029296875
combined_0001,brisque,9,-1.78240966796875
combined_0001,brisque,10,-6.16619873046875
combined_0001,brisque,11,-7.11151123046875
combined_0001,brisque,12,-3.35955810546875
combined_0001,brisque,13,-5.90838623046875
combined_0001,brisque,14,-5.69549560546875
combined_0001,brisque,15,-4.12615966796875
combined_0001,brisque,16,-4.56854248046875
combined_0001,brisque,17,-4.47283935546875
combined_0001,brisque,18,-3.79412841796875
combined_0001,brisque,19,-3.79022216796875
combined_0001,brisque,20,-3.23065185546875
combined_0001,niqe,0,-14.99592272373819
combined_0001,niqe,1,-6.940839410161743
combined_0001,niqe,2,-6.538119228380645
combined_0001,niqe,3,-6.117678096350313
combined_0001,niqe,4,-5.797277667590053
combined_0001,niqe,5,-5.624415474308849
combined_0001,niqe,6,-5.751210409789856
combined_0001,niqe,7,-5.390202556230441
combined_0001,niqe,8,-5.191313329541177
combined_0001,niqe,9,-5.264636973686282
combined_0001,niqe,10,-4.625644550644735
combined_0001,niqe,11,-4.522590010311019
combined_0001,niqe,12,-4.71298835208643
combined_0001,niqe,13,-4.331014175043703
combined_0001,niqe,14,-4.401129501603967
combined_0001,niqe,15,-4.384764337899405
combined_0001,niqe,16,-4.113271964172118
combined_0001,niqe,17,-3.954040233401014
combined_0001,niqe,18,-4.1397175640605814
combined_0001,niqe,19,-3.927791030234264
combined_0001,niqe,20,-3.6593843581413243
combined_0001,piqe,0,-56.571006774902344
combined_0001,piqe,1,-17.858789443969727
combined_0001,piqe,2,-18.86551284790039
combined_0001,piqe,3,-11.14681625366211
combined_0001,piqe,4,-15.641347885131836
combined_0001,piqe,5,-14.160167694091797
combined_0001,piqe,6,-10.9599609375
combined_0001,piqe,7,-14.3446626663208
combined_0001,piqe,8,-12.62051010131836
combined_0001,piqe,9,-10.07213306427002
combined_0001,piqe,10,-12.196358680725098
combined_0001,piqe,11,-11.88882064819336
combined_0001,piqe,12,-10.450337409973145
combined_0001,piqe,13,-11.731680870056152
combined_0001,piqe,14,-10.450724601745605
combined_0001,piqe,15,-9.229565620422363
combined_0001,piqe,16,-9.817054748535156
combined_0001,piqe,17,-8.920804023742676
combined_0001,piqe,18,-9.220155715942383
combined_0001,piqe,19,-8.832921981811523
combined_0001,piqe,20,-9.029386520385742
combined_0001,ilniqe,0,-59.51573337860956
combined_0001,ilniqe,1,-42.849294762689595
combined_0001,ilniqe,2,-43.47859811298176
combined_0001,ilniqe,3,-40.64876546019567
combined_0001,ilniqe,4,-39.58749082397262
combined_0001,ilniqe,5,-36.38395863626339
combined_0001,ilniqe,6,-35.786753566283174
combined_0001,ilniqe,7,-37.29376035256903
combined_0001,ilniqe,8,-38.44086941128575
combined_0001,ilniqe,9,-34.34250053730185
combined_0001,ilniqe,10,-37.36701820121485
combined_0001,ilniqe,11,-37.465328782219295
combined_0001,ilniqe,12,-37.42418050791865
combined_0001,ilniqe,13,-40.35798973530388
combined_0001,ilniqe,14,-41.4763326098744
combined_0001,ilniqe,15,-44.28523675771213
combined_0001,ilniqe,16,-45.06635709088409
combined_0001,ilniqe,17,-44.67532089885989
combined_0001,ilniqe,18,-44.50764755110213
combined_0001,ilniqe,19,-47.240951695162074
combined_0001,ilniqe,20,-47.150364092692044
combined_0001,cnniqa,0,0.7215908765792847
combined_0001,cnniqa,1,0.7250354290008545
combined_0001,cnniqa,2,0.7329093813896179
combined_0001,cnniqa,3,0.5940513610839844
combined_0001,cnniqa,4,0.6224411725997925
combined_0001,cnniqa,5,0.6101932525634766
combined_0001,cnniqa,6,0.4859655797481537
combined_0001,cnniqa,7,0.5330695509910583
combined_0001,cnniqa,8,0.5318399667739868
combined_0001,cnniqa,9,0.4474286139011383
combined_0001,cnniqa,10,0.5093814730644226
combined_0001,cnniqa,11,0.5048877596855164
combined_0001,cnniqa,12,0.4236178994178772
combined_0001,cnniqa,13,0.4826739430427551
combined_0001,cnniqa,14,0.4878183603286743
combined_0001,cnniqa,15,0.4244655966758728
combined_0001,cnniqa,16,0.4779614806175232
combined_0001,cnniqa,17,0.4997151792049408
combined_0001,cnniqa,18,0.4251251220703125
combined_0001,cnniqa,19,0.47074753046035767
combined_0001,cnniqa,20,0.4560273289680481
combined_0001,dbcnn,0,0.5910413861274719
combined_0001,dbcnn,1,0.593461811542511
combined_0001,dbcnn,2,0.5920106172561646
combined_0001,dbcnn,3,0.5557342171669006
combined_0001,dbcnn,4,0.5549337863922119
combined_0001,dbcnn,5,0.5589147806167603
combined_0001,dbcnn,6,0.5217743515968323
combined_0001,dbcnn,7,0.542394757270813
combined_0001,dbcnn,8,0.5469856858253479
combined_0001,dbcnn,9,0.50386643409729
combined_0001,dbcnn,10,0.5355136394500732
combined_0001,dbcnn,11,0.538111686706543
combined_0001,dbcnn,12,0.4824622869491577
combined_0001,dbcnn,13,0.5205102562904358
combined_0001,dbcnn,14,0.5293543934822083
